Income_Category,Card_Category,Education_Level,Customer_Age,Dependent_count,Attrition,Credit_Limit,CLIENT_ID,Gender,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Marital_Status,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
Less than $40K,Blue,Uneducated,50,3,Existing Customer,1596,793428408,F,44,2,2,1,Married,1185,411,0.687,5235,76,1,0.742,7.32E-05,0.99993
$40K - $60K,Blue,Unknown,56,1,Existing Customer,2604,746453583,F,49,2,2,2,Married,1395,1209,0.528,4498,85,0.7,0.536,0.00011743,0.99988
Unknown,Blue,Graduate,61,1,Existing Customer,3359,771799008,F,50,3,3,1,Married,1405,1954,0.684,4871,79,0.975,0.418,0.00010182,0.9999
$40K - $60K,Blue,High School,38,3,Existing Customer,2363,719075883,F,27,2,3,3,Married,2033,330,0.498,3904,66,0.61,0.86,0.00030516,0.99969
Less than $40K,Blue,Uneducated,55,4,Existing Customer,4978,714986583,F,46,3,2,2,Single,923,4055,0.883,5025,62,0.879,0.185,0.00012274,0.99988
$80K - $120K,Blue,Graduate,38,1,Existing Customer,2155,753233733,M,29,3,3,3,Single,1290,865,0.718,3781,61,0.906,0.599,0.00028395,0.99972
$40K - $60K,Blue,Graduate,38,4,Attrited Customer,4047,806914158,F,33,4,3,1,Married,0,4047,0.648,2134,34,0.478,0,0.99129,0.00871
Unknown,Blue,Doctorate,47,5,Attrited Customer,4345,812671758,F,42,3,5,3,Married,2176,2169,0.752,2458,44,0.467,0.501,0.99802,0.00197641
$80K - $120K,Blue,Graduate,55,4,Existing Customer,1854,789191358,M,44,2,3,2,Single,794,1060,0.614,4035,80,0.739,0.428,0.00018864,0.99981
$80K - $120K,Blue,High School,50,1,Existing Customer,5384,772111083,M,39,3,3,2,Married,1396,3988,0.756,4338,75,0.829,0.259,0.00016413,0.99984
Less than $40K,Blue,Uneducated,48,3,Existing Customer,1438.3,714961383,F,36,3,3,3,Single,965,473.3,0.544,4182,81,0.723,0.671,0.00032275,0.99968
Less than $40K,Blue,Graduate,33,2,Existing Customer,5141,817288458,F,19,3,2,3,Single,1737,3404,0.985,5859,82,0.783,0.338,0.00019143,0.99981
$120K +,Blue,Graduate,44,3,Existing Customer,3977,719163108,M,31,2,2,3,Married,1325,2652,0.769,4076,62,0.632,0.333,0.00019864,0.9998
$120K +,Blue,Uneducated,52,2,Existing Customer,2507,713922183,M,36,3,2,1,Single,1259,1248,0.85,4461,73,0.921,0.502,7.06E-05,0.99993
Less than $40K,Blue,Unknown,46,3,Existing Customer,7199,716443608,F,36,2,3,1,Unknown,1235,5964,0.83,4050,78,0.814,0.172,0.00012373,0.99988
$60K - $80K,Blue,Graduate,41,2,Existing Customer,3786,827953683,M,37,1,2,1,Married,1171,2615,0.697,5369,75,0.596,0.309,6.86E-05,0.99993
Less than $40K,Silver,High School,50,2,Existing Customer,13384,789678483,F,37,1,3,2,Married,0,13384,0.696,4773,77,0.674,0,0.000158,0.99984
$120K +,Blue,High School,39,2,Attrited Customer,1726,793630083,M,33,1,3,4,Single,1476,250,0.371,1804,34,0.259,0.855,0.99801,0.00198853
Less than $40K,Blue,College,42,1,Existing Customer,2873,756306183,F,35,2,1,3,Married,2517,356,0.803,4897,71,1.088,0.876,8.45E-05,0.99992
Less than $40K,Blue,Doctorate,33,2,Existing Customer,1438.3,736893108,F,26,2,3,2,Single,0,1438.3,0.613,4196,87,0.891,0,0.00026028,0.99974
Less than $40K,Blue,College,44,2,Attrited Customer,1751,712900308,F,34,4,3,3,Single,0,1751,0.506,2078,37,0.423,0,0.99661,0.00338757
$40K - $60K,Blue,Graduate,42,5,Existing Customer,7434,798045708,F,36,2,1,1,Married,0,7434,0.63,4182,76,1.171,0,3.43E-05,0.99997
Less than $40K,Blue,Unknown,52,3,Existing Customer,1438.3,715657833,F,41,2,3,2,Single,787,651.3,0.601,4956,89,0.745,0.547,0.00020516,0.99979
Less than $40K,Blue,Post-Graduate,59,2,Existing Customer,1438.3,712111608,F,54,1,1,3,Single,0,1438.3,0.61,4919,72,0.756,0,0.000109,0.99989
$40K - $60K,Blue,Unknown,45,3,Existing Customer,2032,711792783,F,26,1,1,2,Divorced,1195,837,0.642,4479,80,0.667,0.588,6.28E-05,0.99994
Unknown,Blue,Graduate,61,0,Existing Customer,6959,716067333,M,36,2,3,3,Married,945,6014,0.816,4553,84,0.714,0.136,0.0002596,0.99974
Less than $40K,Blue,High School,43,4,Attrited Customer,8203,780660183,F,32,2,3,2,Divorced,0,8203,0.691,2613,46,0.84,0,0.99458,0.00542
$120K +,Blue,College,59,1,Attrited Customer,4789,720761208,M,47,2,4,2,Single,357,4432,0.798,2496,41,0.64,0.075,0.99499,0.00501
$40K - $60K,Blue,Graduate,46,4,Attrited Customer,2979,788794758,M,28,2,2,4,Single,0,2979,0.644,2061,38,0.462,0,0.99709,0.0029104
Less than $40K,Blue,Graduate,40,3,Attrited Customer,2391,711150333,F,31,5,3,2,Single,0,2391,0.669,2857,40,0.6,0,0.99467,0.00533
Less than $40K,Blue,Uneducated,63,0,Existing Customer,7264,714418158,F,56,2,2,2,Single,851,6413,0.814,3527,69,0.816,0.117,0.00010043,0.9999
Unknown,Blue,Graduate,45,3,Existing Customer,4348,713634108,F,36,1,2,2,Single,1830,2518,1.036,4293,66,0.692,0.421,0.00011811,0.99988
Less than $40K,Blue,Graduate,49,4,Existing Customer,3002,717231558,F,43,2,2,2,Married,1446,1556,0.815,4851,74,0.947,0.482,0.00011937,0.99988
$60K - $80K,Blue,High School,42,5,Existing Customer,4162,711589758,M,32,1,2,2,Married,1641,2521,0.719,3967,75,0.923,0.394,0.00011423,0.99989
Less than $40K,Blue,Unknown,46,1,Existing Customer,2762,787481208,F,34,1,3,1,Unknown,1793,969,0.901,5006,78,0.66,0.649,0.00011192,0.99989
$40K - $60K,Blue,High School,42,1,Attrited Customer,2705,715516458,F,36,5,3,2,Married,2430,275,0.698,2602,43,0.433,0.898,0.99395,0.00605
$120K +,Blue,Uneducated,53,3,Existing Customer,3742,714998508,M,36,2,2,0,Married,1454,2288,0.894,5326,62,0.676,0.389,4.48E-05,0.99996
Less than $40K,Blue,College,60,1,Existing Customer,1671,713328108,F,36,2,2,2,Married,1047,624,0.727,5189,79,0.795,0.627,0.00010387,0.9999
Less than $40K,Blue,College,55,3,Existing Customer,3282,716229108,F,46,2,3,3,Divorced,2262,1020,0.653,4674,84,0.585,0.689,0.00030519,0.99969
Less than $40K,Blue,Post-Graduate,50,2,Existing Customer,1529,820925433,F,45,2,3,2,Single,710,819,0.657,4751,81,0.884,0.464,0.00021165,0.99979
Less than $40K,Blue,Post-Graduate,34,2,Existing Customer,2509,816129258,F,29,2,3,3,Single,1897,612,0.938,4837,74,0.542,0.756,0.00035594,0.99964
$40K - $60K,Blue,Unknown,54,1,Attrited Customer,2471,808903308,F,49,4,3,6,Married,0,2471,0.722,2519,35,0.522,0,0.99938,0.00061767
Unknown,Blue,Graduate,42,3,Existing Customer,9749,713809833,F,32,2,3,2,Unknown,859,8890,0.584,4684,86,0.623,0.088,0.00018665,0.99981
Less than $40K,Blue,High School,48,3,Existing Customer,1438.3,713542008,F,37,1,2,3,Unknown,0,1438.3,0.584,4236,83,0.844,0,0.00019311,0.99981
$120K +,Blue,High School,46,3,Existing Customer,4916,717385083,M,35,2,2,3,Married,1122,3794,0.659,4813,87,0.706,0.228,0.00019311,0.99981
Less than $40K,Blue,Uneducated,47,5,Existing Customer,2291,708652908,F,36,1,6,1,Married,1419,872,0.725,4498,81,0.761,0.619,9.09E-05,0.99991
$40K - $60K,Blue,Graduate,42,3,Existing Customer,1528,715644633,F,34,1,2,1,Single,820,708,0.908,5212,88,0.833,0.537,7.12E-05,0.99993
Unknown,Blue,High School,52,3,Existing Customer,8279,708761733,F,36,2,2,2,Married,1582,6697,0.76,4419,63,0.658,0.191,0.00011482,0.99989
$60K - $80K,Blue,Post-Graduate,45,2,Existing Customer,5945,714600258,M,36,1,2,2,Married,2015,3930,0.815,3645,70,1,0.339,0.00013393,0.99987
Less than $40K,Blue,Graduate,44,3,Existing Customer,1438.3,823566408,F,40,2,2,1,Married,0,1438.3,0.773,4625,93,0.938,0,7.12E-05,0.99993
Less than $40K,Blue,Unknown,54,3,Attrited Customer,1857,713373708,F,36,2,3,3,Single,0,1857,0.488,2464,57,0.839,0,0.99711,0.00288892
$60K - $80K,Blue,Uneducated,42,2,Existing Customer,3086,708307533,M,30,1,2,3,Married,0,3086,0.808,4129,81,0.884,0,0.00019683,0.9998
Less than $40K,Blue,Graduate,54,3,Existing Customer,2598,820085808,F,49,1,1,2,Married,1343,1255,0.637,4692,86,0.72,0.517,5.72E-05,0.99994
$40K - $60K,Blue,High School,38,1,Existing Customer,5559,716685033,F,19,1,1,2,Married,1600,3959,0.716,5344,82,0.864,0.288,5.03E-05,0.99995
$80K - $120K,Blue,Graduate,51,1,Existing Customer,7562,713063958,M,39,1,1,3,Single,1080,6482,0.561,5010,85,0.7,0.143,8.70E-05,0.99991
Less than $40K,Blue,High School,41,3,Existing Customer,4662,708371733,F,15,1,1,2,Married,0,4662,0.661,4931,81,0.841,0,5.56E-05,0.99994
Less than $40K,Blue,Graduate,52,2,Existing Customer,2904,780277458,F,38,2,2,3,Single,2517,387,0.586,4503,89,0.712,0.867,0.00019143,0.99981
Less than $40K,Blue,Unknown,42,4,Existing Customer,2676,797232183,F,36,2,1,1,Married,1962,714,0.668,5020,75,0.786,0.733,3.83E-05,0.99996
Unknown,Blue,Graduate,46,4,Existing Customer,5798,720789933,F,32,2,1,1,Married,680,5118,0.708,5027,82,0.64,0.117,3.48E-05,0.99997
Less than $40K,Blue,Unknown,46,2,Existing Customer,2665,808281483,F,41,2,3,3,Single,2157,508,0.637,4249,76,1.235,0.809,0.00033251,0.99967
$40K - $60K,Blue,High School,55,1,Existing Customer,2343,712968708,F,47,2,3,1,Single,1780,563,0.792,5167,78,0.773,0.76,9.90E-05,0.9999
Less than $40K,Blue,Unknown,29,1,Existing Customer,2763,711263058,F,36,1,1,2,Single,1879,884,0.701,4660,80,0.778,0.68,5.68E-05,0.99994
Unknown,Blue,Graduate,62,0,Existing Customer,10503,788813658,F,45,2,2,3,Single,0,10503,0.886,4755,88,0.725,0,0.00016428,0.99984
Less than $40K,Blue,College,47,2,Existing Customer,2780,721444758,F,36,1,3,3,Married,2216,564,0.826,4980,78,0.857,0.797,0.00029411,0.99971
Less than $40K,Blue,Graduate,47,2,Attrited Customer,2234,711448983,F,34,2,2,2,Married,2024,210,0.717,2313,37,0.321,0.906,0.99129,0.00871
Less than $40K,Blue,Graduate,35,1,Attrited Customer,1649,712664658,F,30,2,2,2,Single,0,1649,0.683,2549,54,0.588,0,0.99073,0.00927
Unknown,Blue,Uneducated,42,4,Attrited Customer,5557,714237033,F,36,6,2,3,Married,2246,3311,0.518,2299,39,0.444,0.404,0.99518,0.00481999
Unknown,Blue,Uneducated,48,2,Existing Customer,6074,718370733,F,35,2,3,3,Married,0,6074,0.782,4504,90,0.765,0,0.00031104,0.99969
Less than $40K,Blue,Doctorate,40,3,Attrited Customer,1728,713726958,F,21,5,2,2,Married,0,1728,0.41,2191,38,0.357,0,0.99418,0.00582
Unknown,Blue,Graduate,46,3,Existing Customer,3044,794160408,F,40,1,1,1,Married,1973,1071,0.946,4747,73,1.028,0.648,3.45E-05,0.99997
$40K - $60K,Blue,Graduate,41,1,Existing Customer,8482,716009883,F,28,1,3,1,Single,585,7897,0.624,4245,74,0.897,0.069,0.00010182,0.9999
Unknown,Blue,Unknown,35,3,Attrited Customer,1438.3,711873033,F,29,4,2,3,Single,0,1438.3,0.748,2549,56,0.75,0,0.99544,0.00455805
$80K - $120K,Blue,High School,52,1,Attrited Customer,3770,712715208,M,44,1,3,2,Single,0,3770,0.544,2387,51,0.5,0,0.99395,0.00605
$40K - $60K,Blue,Unknown,56,2,Attrited Customer,2963,778899708,F,37,2,2,3,Single,0,2963,0.902,2919,47,0.382,0,0.99527,0.00472896
Unknown,Blue,Graduate,48,2,Attrited Customer,11750,771865908,F,37,4,2,3,Single,487,11263,0.772,2532,48,0.548,0.041,0.9948,0.0052
Less than $40K,Blue,Graduate,41,3,Existing Customer,1593,716273133,F,36,2,2,3,Married,0,1593,0.61,4853,78,0.592,0,0.00019864,0.9998
$40K - $60K,Blue,Graduate,38,3,Existing Customer,10486,709927458,M,20,1,3,3,Single,1544,8942,0.716,4042,77,0.925,0.147,0.0003139,0.99969
Less than $40K,Blue,Graduate,48,2,Attrited Customer,2168,715162608,F,41,4,2,3,Single,1323,845,0.687,2499,38,0.407,0.61,0.9948,0.0052
Unknown,Blue,Uneducated,38,2,Existing Customer,5666,719862258,F,28,2,3,3,Single,1393,4273,0.84,5015,90,0.915,0.246,0.00031104,0.99969
$80K - $120K,Blue,Post-Graduate,53,4,Existing Customer,13679,788719533,M,34,1,2,3,Married,0,13679,0.908,4060,61,1.346,0,0.00023623,0.99976
Less than $40K,Blue,Doctorate,45,3,Existing Customer,2143,715566408,F,36,1,2,2,Married,1479,664,0.708,4404,77,0.75,0.69,0.00017091,0.99983
Less than $40K,Blue,College,57,0,Existing Customer,4945,717359208,F,47,2,3,1,Married,1779,3166,0.536,4037,72,0.756,0.36,9.05E-05,0.99991
Less than $40K,Blue,High School,54,4,Existing Customer,1921,721410858,F,36,1,3,0,Single,1334,587,0.694,4512,90,0.765,0.694,6.77E-05,0.99993
Less than $40K,Blue,Graduate,45,4,Existing Customer,3001,779420583,F,33,2,1,3,Single,2055,946,0.838,4662,70,0.628,0.685,9.72E-05,0.9999
$40K - $60K,Blue,Graduate,38,3,Existing Customer,2132,714222183,F,36,1,1,1,Single,1084,1048,0.767,4874,78,0.66,0.508,3.45E-05,0.99997
Less than $40K,Blue,Doctorate,45,4,Attrited Customer,1663,709079883,F,36,5,3,3,Married,1012,651,0.886,2729,38,0.52,0.609,0.99783,0.00217267
Less than $40K,Blue,Unknown,32,0,Attrited Customer,1732,721406658,F,36,6,3,3,Divorced,0,1732,0.683,2479,43,0.536,0,0.99651,0.0034913
$40K - $60K,Blue,Graduate,46,4,Existing Customer,2652,713782608,F,36,1,3,1,Single,2386,266,0.766,5329,83,0.729,0.9,0.00011377,0.99989
$80K - $120K,Blue,College,41,4,Existing Customer,5037,720236433,M,22,1,2,3,Married,1670,3367,0.787,4379,67,0.811,0.332,0.00019519,0.9998
Unknown,Blue,Unknown,51,1,Existing Customer,6519,785106933,F,45,2,2,3,Single,2178,4341,0.739,4505,71,0.732,0.334,0.00019751,0.9998
Less than $40K,Blue,Unknown,60,1,Existing Customer,2347,716673258,F,36,1,1,3,Single,1488,859,0.621,3977,83,0.886,0.634,9.56E-05,0.9999
Less than $40K,Blue,College,31,1,Existing Customer,2061,708341958,F,21,2,2,3,Divorced,1904,157,0.786,4480,86,0.87,0.924,0.0001747,0.99983
$40K - $60K,Blue,Unknown,44,3,Attrited Customer,1643,797150733,M,38,5,2,2,Single,0,1643,0.6,1754,39,0.56,0,0.99236,0.00764
Unknown,Blue,College,49,1,Existing Customer,5039,718279983,F,36,1,3,2,Married,2489,2550,0.875,4770,74,0.947,0.494,0.00016415,0.99984
Less than $40K,Blue,Unknown,53,3,Existing Customer,2915,718548558,F,42,1,1,3,Single,2041,874,0.927,4272,70,0.75,0.7,0.00010566,0.99989
Less than $40K,Blue,Graduate,33,1,Existing Customer,1507,780360558,F,20,2,2,2,Married,0,1507,0.723,4698,87,0.851,0,0.00010684,0.99989
Less than $40K,Blue,High School,46,1,Existing Customer,3073,715012833,F,36,1,3,3,Married,2517,556,0.841,4858,77,0.974,0.819,0.00027604,0.99972
Unknown,Blue,Graduate,43,3,Existing Customer,8314,772388508,F,32,2,3,3,Married,1349,6965,0.531,5028,80,0.702,0.162,0.0003139,0.99969
Unknown,Blue,High School,42,3,Existing Customer,2798,788199858,F,34,1,3,1,Unknown,1049,1749,0.89,5758,87,0.706,0.375,0.00010943,0.99989
$60K - $80K,Blue,Unknown,40,4,Existing Customer,20929,769578108,M,26,2,2,3,Single,1652,19277,0.523,4001,76,0.689,0.079,0.00022068,0.99978
$120K +,Blue,Graduate,46,2,Existing Customer,1754,719843958,M,34,2,3,3,Married,894,860,0.691,4874,79,0.837,0.51,0.00030251,0.9997
Less than $40K,Blue,High School,52,2,Existing Customer,4209,767197983,F,45,1,1,1,Single,0,4209,0.856,5938,83,0.694,0,3.23E-05,0.99997
$40K - $60K,Blue,College,45,3,Existing Customer,2449,711874833,M,37,1,3,2,Divorced,0,2449,0.706,5497,88,0.63,0,0.00018146,0.99982
$80K - $120K,Blue,College,39,3,Attrited Customer,4618,714930333,M,30,2,3,3,Married,0,4618,0.717,2476,49,0.75,0,0.99674,0.00326498
Less than $40K,Blue,College,41,2,Existing Customer,1654,720989133,F,36,2,1,2,Married,1093,561,0.65,4596,82,0.822,0.661,5.35E-05,0.99995
Less than $40K,Blue,Uneducated,49,4,Existing Customer,1544,720893958,F,36,1,3,3,Single,999,545,0.786,4215,53,1.12,0.647,0.0003262,0.99967
$60K - $80K,Blue,Uneducated,60,1,Existing Customer,3618,769709058,M,54,1,2,1,Single,972,2646,0.578,4228,63,0.465,0.269,6.62E-05,0.99993
$80K - $120K,Blue,High School,37,3,Existing Customer,3437,711005583,M,24,1,2,3,Single,1064,2373,0.851,5110,76,0.854,0.31,0.00019311,0.99981
$80K - $120K,Blue,Graduate,50,2,Existing Customer,5965,826548708,M,46,2,3,2,Single,622,5343,0.728,4637,91,0.655,0.104,0.00017987,0.99982
Less than $40K,Blue,Doctorate,46,2,Existing Customer,2644,711093408,F,33,2,3,1,Married,1517,1127,0.721,4815,83,0.804,0.574,0.00015697,0.99984
$40K - $60K,Blue,College,59,1,Existing Customer,3481,712831908,F,49,2,2,1,Married,603,2878,0.692,4556,81,0.473,0.173,6.26E-05,0.99994
Less than $40K,Blue,Graduate,49,5,Existing Customer,3272,780222408,F,36,1,3,2,Unknown,2085,1187,0.417,4444,83,0.627,0.637,0.0001857,0.99981
Less than $40K,Blue,Graduate,35,0,Existing Customer,3019,714181008,F,36,1,2,2,Married,1462,1557,0.718,4509,71,0.732,0.484,9.77E-05,0.9999
Less than $40K,Blue,Uneducated,52,3,Existing Customer,1801,772346358,F,41,2,1,2,Single,0,1801,0.516,5047,79,0.756,0,5.88E-05,0.99994
Less than $40K,Blue,High School,27,0,Attrited Customer,1438.3,717489033,F,18,6,1,4,Single,0,1438.3,0.781,2641,40,0.6,0,0.99247,0.00753
Less than $40K,Blue,Uneducated,41,1,Existing Customer,2909,710969433,F,31,2,2,2,Married,1201,1708,0.729,4230,68,0.659,0.413,0.00010985,0.99989
$40K - $60K,Blue,Post-Graduate,45,4,Existing Customer,4688,715807383,F,36,1,3,3,Single,0,4688,0.593,5248,89,0.745,0,0.00037329,0.99963
Less than $40K,Blue,College,37,2,Existing Customer,1438.3,711807333,F,26,1,1,2,Single,0,1438.3,0.587,3948,84,0.68,0,5.35E-05,0.99995
Less than $40K,Blue,Unknown,47,2,Existing Customer,1438.3,816086508,F,42,1,3,3,Married,0,1438.3,0.677,4624,73,0.587,0,0.00033251,0.99967
Less than $40K,Blue,Graduate,41,4,Attrited Customer,1655,714424533,F,36,6,2,2,Married,0,1655,0.496,2156,37,0.194,0,0.99169,0.00831
$40K - $60K,Blue,Graduate,47,4,Existing Customer,1438.3,779536233,F,30,1,1,1,Divorced,601,837.3,1,4669,83,0.729,0.418,3.48E-05,0.99997
Unknown,Blue,High School,41,3,Existing Customer,4745,710794983,F,32,2,1,1,Single,1157,3588,0.965,4705,78,0.902,0.244,3.35E-05,0.99997
Less than $40K,Blue,High School,51,2,Existing Customer,1438.3,779890833,F,36,2,1,1,Divorced,0,1438.3,0.765,4866,65,0.625,0,3.23E-05,0.99997
$40K - $60K,Blue,High School,53,2,Existing Customer,5182,779837808,F,37,1,4,3,Married,2500,2682,0.869,5012,85,0.809,0.482,0.00035539,0.99964
Less than $40K,Blue,Graduate,46,3,Attrited Customer,1438.3,713748708,F,37,1,2,4,Single,0,1438.3,0.35,1757,44,0.467,0,0.99706,0.00294141
$40K - $60K,Blue,Graduate,43,2,Existing Customer,4287,709123908,F,36,2,3,2,Married,0,4287,0.807,4874,82,0.708,0,0.00017987,0.99982
Unknown,Blue,Unknown,54,2,Attrited Customer,1812,816476658,F,49,2,4,3,Married,1798,14,0.735,2921,44,0.692,0.992,0.99752,0.00248146
$40K - $60K,Blue,College,53,3,Existing Customer,2304,743800833,F,46,2,1,1,Married,1144,1160,0.772,4505,85,1.179,0.497,3.35E-05,0.99997
Unknown,Blue,Doctorate,51,0,Existing Customer,13623,806415183,F,46,1,3,3,Married,1432,12191,0.594,4534,83,0.886,0.105,0.00037564,0.99962
Less than $40K,Blue,Graduate,50,2,Existing Customer,2765,794054058,F,44,1,1,1,Single,0,2765,0.465,4010,59,0.513,0,3.32E-05,0.99997
$120K +,Blue,Unknown,54,5,Existing Customer,3731,771907158,M,42,1,1,3,Married,1903,1828,0.915,4667,88,0.725,0.51,0.00010512,0.99989
Less than $40K,Blue,College,46,3,Existing Customer,2485,815789883,F,41,1,3,2,Single,861,1624,0.566,4728,81,0.761,0.346,0.00018146,0.99982
Less than $40K,Blue,College,50,4,Existing Customer,2446,712177908,F,36,1,3,1,Single,1763,683,0.598,4310,75,0.875,0.721,0.00011061,0.99989
Less than $40K,Blue,Unknown,44,4,Attrited Customer,2020,711234783,F,28,5,2,3,Married,0,2020,0.716,2621,45,0.552,0,0.99549,0.00451007
Less than $40K,Blue,Graduate,48,3,Existing Customer,2214,793379058,F,42,2,2,1,Single,1025,1189,0.567,5084,82,0.745,0.463,7.12E-05,0.99993
Less than $40K,Blue,Unknown,45,3,Existing Customer,1811,720480183,F,34,1,2,1,Divorced,787,1024,0.585,4882,80,1.162,0.435,7.83E-05,0.99992
Less than $40K,Blue,College,56,2,Existing Customer,5254,712974558,F,43,1,3,1,Single,0,5254,0.651,4546,89,0.712,0,0.00010546,0.99989
Less than $40K,Blue,Post-Graduate,36,2,Attrited Customer,1821,717409533,F,26,1,2,3,Single,1486,335,0.827,2824,43,0.387,0.816,0.99558,0.00441892
Less than $40K,Blue,High School,44,4,Existing Customer,3024,712200033,F,36,1,3,3,Single,0,3024,0.75,4983,78,0.733,0,0.00030842,0.99969
Less than $40K,Blue,Unknown,50,3,Existing Customer,1930,713563383,F,36,1,3,3,Single,952,978,0.67,3862,80,0.818,0.493,0.00034503,0.99965
Less than $40K,Blue,High School,54,2,Existing Customer,1517,802795608,F,48,1,3,2,Single,556,961,0.622,4981,82,0.864,0.367,0.00017486,0.99983
Less than $40K,Blue,High School,39,1,Attrited Customer,2024,787452333,F,25,2,2,1,Married,0,2024,0.801,2870,36,0.5,0,0.98429,0.01571
$120K +,Blue,Uneducated,53,5,Attrited Customer,19138,709520058,M,38,4,2,2,Married,0,19138,0.482,2028,43,0.303,0,0.99179,0.00821
$80K - $120K,Blue,Graduate,56,1,Existing Customer,16835,819690933,M,51,2,3,1,Single,897,15938,0.767,4059,80,0.778,0.053,0.00010182,0.9999
Unknown,Blue,High School,60,0,Attrited Customer,5549,820694133,F,55,4,1,3,Married,0,5549,0.703,2412,38,0.52,0,0.98723,0.01277
Less than $40K,Blue,High School,42,3,Attrited Customer,2145,711800658,F,36,2,3,3,Single,0,2145,0.577,2465,42,0.355,0,0.99673,0.00326528
$80K - $120K,Blue,Uneducated,43,3,Existing Customer,4654,717722958,M,36,1,3,2,Married,1349,3305,0.81,4277,71,0.69,0.29,0.00019191,0.99981
$60K - $80K,Blue,Graduate,44,3,Attrited Customer,9114,712279683,M,36,2,3,3,Married,0,9114,0.654,2740,52,0.625,0,0.99683,0.00317458
$40K - $60K,Blue,Graduate,33,1,Existing Customer,3043,716606733,F,18,2,2,3,Single,2054,989,0.735,4833,85,0.667,0.675,0.00017969,0.99982
$40K - $60K,Blue,Graduate,53,2,Existing Customer,4621,716060358,F,45,2,2,2,Married,913,3708,0.917,4952,82,0.745,0.198,0.00011382,0.99989
$60K - $80K,Blue,Graduate,44,4,Existing Customer,2758,709158333,M,28,2,2,1,Single,461,2297,0.58,4244,96,0.778,0.167,7.20E-05,0.99993
Less than $40K,Blue,Graduate,54,0,Existing Customer,1740,721113333,F,36,1,2,3,Married,0,1740,0.811,4751,93,0.86,0,0.00016428,0.99984
Unknown,Blue,Doctorate,34,4,Existing Customer,7744,712620858,F,36,1,2,2,Married,1804,5940,0.942,4572,60,0.935,0.233,0.00017274,0.99983
Less than $40K,Blue,Post-Graduate,50,2,Existing Customer,3350,712855683,F,36,1,2,2,Married,1335,2015,0.781,4906,89,0.561,0.399,0.00013393,0.99987
$120K +,Blue,High School,40,5,Existing Customer,34516,715463133,M,31,1,1,3,Single,1427,33089,0.706,3699,64,0.488,0.041,9.30E-05,0.99991
Unknown,Blue,High School,47,1,Existing Customer,2874,716551533,F,36,2,1,3,Single,2201,673,0.718,4779,86,0.792,0.766,8.45E-05,0.99992
Unknown,Blue,Doctorate,40,3,Existing Customer,2896,771220758,F,27,1,1,2,Single,2100,796,0.728,4614,83,0.694,0.725,8.27E-05,0.99992
$40K - $60K,Blue,Graduate,41,3,Existing Customer,9294,709920258,F,28,1,1,3,Divorced,1764,7530,1.026,4531,73,0.738,0.19,9.61E-05,0.9999
$60K - $80K,Blue,High School,47,2,Existing Customer,9389,708959583,M,39,1,2,2,Married,727,8662,0.533,3415,84,0.556,0.077,0.00011065,0.99989
$40K - $60K,Blue,College,44,3,Existing Customer,9317,712510833,M,30,2,3,3,Married,847,8470,0.765,4121,81,0.723,0.091,0.00030519,0.99969
$40K - $60K,Blue,College,34,1,Existing Customer,7452,710840433,M,20,2,1,3,Unknown,1656,5796,0.6,3339,51,0.962,0.222,8.45E-05,0.99992
